0,2204
1,2191
2,2203
3,2214
4,2266
5,2226
6,2251
7,2214
8,2269
9,2136
10,2258
11,2247
12,2247
13,2186
14,2176
15,2205
16,2119
17,2192
18,2284
19,2194
20,2310
21,2217
22,2287
23,2222
24,2246
25,2253
26,2210
27,2254
28,2268
29,2281
30,2155
31,2228
32,2243
33,2243
34,2217
35,2303
36,2217
37,2259
38,2136
39,2231
40,2197
41,2230
42,2167
43,2186
44,2213
45,2226
46,2263
47,2191
48,2266
49,2214
50,2238
51,2209
52,2207
53,2188
54,2266
55,2203
56,2263
57,2068
58,2217
59,2167
60,2192
61,2258
62,2184
63,2209
64,2253
65,2226
66,2166
67,2238
68,2231
69,2226
70,2186
71,2184
72,2240
73,2132
74,2191
75,2277
76,2220
77,2178
78,2167
79,2215
80,2255
81,2209
82,2186
83,2204
84,2220
85,2184
86,2156
87,2195
88,2168
89,2213
90,2291
91,2229
92,2158
93,2192
94,2190
95,2148
96,2192
97,2218
98,2229
99,2324
100,2161
101,2225
102,2231
103,2233
104,2183
105,2197
106,2116
107,2197
108,2155
109,2238
110,2325
111,2188
112,2098
113,2162
114,2233
115,2186
116,2128
117,2139
118,2180
119,2217
120,2230
121,2210
122,2217
123,2314
124,2204
125,2272
126,2220
127,2303
128,2128
129,2158
130,2254
131,2105
132,2178
133,2221
134,2247
135,2132
136,2197
137,2155
138,2268
139,2174
140,2210
141,2238
142,2231
143,2263
144,2260
145,2142
146,2195
147,2281
148,2192
149,2253
150,2204
151,2190
152,2204
153,2207
154,2284
155,2221
156,2231
157,2105
158,2207
159,2197
160,2246
161,2123
162,2167
163,2238
164,2217
165,2221
166,2158
167,2316
168,2161
169,2222
170,2172
171,2015
172,2225
173,2210
174,2142
175,2246
176,2111
177,2144
178,2192
179,2254
180,2178
181,2186
182,2205
183,2213
184,2203
185,2253
186,2186
187,2217
188,2147
189,2186
190,2136
191,2238
192,2309
193,2153
194,2246
195,2258
196,2257
197,2213
198,2098
199,2158
200,2217
201,2210
202,2210
203,2207
204,2207
205,2246
206,2191
207,2192
208,2115
209,2288
210,2240
211,2197
212,2245
213,2337
214,2263
215,2190
216,2145
217,2225
218,2155
219,2158
220,2188
221,2217
222,2281
223,2184
224,2231
225,2136
226,2266
227,2233
228,1969
229,2168
230,2275
231,2178
232,2178
233,2135
234,2275
235,2255
236,2326
