0,2359
1,2213
2,2272
3,2144
4,2218
5,2203
6,2178
7,2171
8,2254
9,2178
10,2195
11,2155
12,2210
13,2186
14,2203
15,2277
16,2205
17,2190
18,2147
19,2120
20,2148
21,2322
22,2148
23,2148
24,2155
25,2190
26,2191
27,2269
28,2247
29,2161
30,2180
31,2213
32,2195
33,2167
34,2167
35,2233
36,2238
37,2233
38,2172
39,2229
40,2184
41,2174
42,2280
43,2266
44,2166
45,2105
46,2186
47,2197
48,2212
49,2252
50,2230
51,2255
52,2184
53,2222
54,2263
55,2251
56,2194
57,2217
58,2230
59,2247
60,2225
61,2174
62,2224
63,2167
64,2291
65,2278
66,2290
67,2263
68,2233
69,2135
70,2205
71,2192
72,2224
73,2217
74,2261
75,2172
76,2142
77,2254
78,2279
79,2178
80,2247
81,2153
82,2240
83,2195
84,2197
85,2290
86,2204
87,2230
88,2195
89,2091
90,2238
91,2197
92,2207
93,2206
94,2231
95,2225
96,2186
97,2178
98,2203
99,2192
100,2253
101,2260
102,2230
103,2207
104,2120
105,2230
106,2207
107,2162
108,2247
109,2231
110,2233
111,2240
112,2263
113,2153
114,2226
115,2210
116,2174
117,2172
118,2226
119,2186
120,2247
121,2207
122,2073
123,2204
124,2164
125,2122
126,2225
127,2209
128,2238
129,2148
130,2207
131,2287
132,2293
133,2269
134,2197
135,2192
136,2153
137,2156
138,2306
139,2233
140,2228
141,2164
142,2215
143,2230
144,2246
145,2194
146,2204
147,2188
148,2131
149,2287
150,2268
151,2244
152,2233
153,2215
154,2244
155,2207
156,2215
157,2295
158,2156
159,2207
160,2188
161,2190
162,2215
163,2120
164,2277
165,2231
166,2287
167,2197
168,2105
169,2253
170,2317
171,2254
172,2275
173,2145
174,2217
175,2180
176,2197
177,2275
178,2215
179,2293
180,2254
181,2043
182,2078
183,2194
184,2225
185,2229
186,2209
187,2176
188,2260
189,2226
190,2147
191,2281
192,2115
193,2207
194,2217
195,2280
196,2235
197,2178
198,2171
199,2160
200,2316
201,2213
202,2238
203,2268
204,2312
205,2277
206,2220
207,2222
208,2014
209,2192
210,2174
211,2186
212,2230
213,2082
214,2105
215,2213
216,2172
217,2155
218,2161
219,2257
220,2233
221,2178
222,2243
223,2221
224,2225
225,2186
226,2148
227,2160
228,2207
229,2254
230,2158
231,2233
232,2192
233,2217
234,2229
235,2268
236,2197
237,2268
238,2302
239,2144
240,2206
241,2263
242,2195
243,2254
244,2247
245,2195
246,2159
247,2263
