Program Time [s],data 0,data 1,data 2
859.568,318,0,0
865.568,318,4.56935e-41,0
871.568,317,0,0
877.568,318,0,0
883.568,318,4.2039e-45,0
889.569,318,9.18355e-41,0
895.569,318,0,0
901.569,318,0,0
907.569,319,0,0
913.569,319,0,0
919.568,318,3.22299e-44,0
925.569,318,1.4013e-45,0
931.569,318,0,0
937.57,318,1.4013e-45,0
943.57,330,4.56935e-41,0
949.57,317,0,0
955.57,318,0,0
961.57,319,0,7.00649e-45
967.57,319,0,2.10195e-44
973.57,318,0,0
979.57,318,0,0
985.571,318,0,0
991.571,318,0,0
997.571,310,0,0
1003.57,318,0,0
1009.57,318,0,0
1015.57,318,0,0
1021.57,318,0,0
1027.57,317,0,0
1033.57,317,4.56935e-41,0
1039.57,318,0,0
1045.57,316,0,4.56935e-41
1051.57,319,4.2039e-45,0
1057.57,318,9.18355e-41,0
1063.57,318,0,0
1069.57,315,0,0
1075.57,318,0,0
1081.57,316,0,0
1087.57,318,0,0
1093.57,317,0,0
1099.57,316,0,0
1105.57,315,0,0
1111.57,311,0,0
1117.57,318,3.76838e+15,4.56935e-41
1123.57,318,1.4013e-45,0
1129.57,318,0,0
1135.57,318,0,0
1141.57,316,4.56935e-41,0
1147.57,315,0,0
1153.57,317,0,0
1159.57,318,1.4013e-45,2.43952e-41
1165.57,316,1.4013e-45,0
1171.57,318,0,0
1177.57,316,4.56935e-41,0
1183.57,321,0,0
1189.57,318,0,0
1195.57,318,1.4013e-45,0
1201.57,332,1.4013e-45,0
1207.57,324,0,0
1213.57,323,4.56935e-41,0
1219.58,322,0,0
1225.58,318,0,5.60519e-45
1231.58,319,4.2039e-45,2.8026e-45
1237.58,319,1.4013e-45,1.4013e-45
1243.58,323,0,77
1249.58,325,4.56935e-41,0
1255.58,324,0,0
1261.58,319,0,4.2039e-45
1267.58,318,0,2.35099e-38
1273.58,316,9.18453e-41,-2.55519e+38
1279.58,330,0,200
1285.58,315,0,-4
1291.58,315,0,2
1297.58,314,0,0
1303.58,318,0,19
1309.58,314,0,183
1315.58,315,-nan,3.40282e+38
1321.58,314,0,16
1327.58,318,720,200
1333.58,315,720,16
1339.58,316,703,200
1345.58,316,0,16
1351.58,318,8,200
1357.58,317,1,16
1363.58,316,1.63503e+16,200
1369.58,310,0,12
1375.58,316,0,204
1381.58,316,3.40282e+38,12
1387.58,314,0.5,204
1393.58,317,0,16
1399.58,315,0,200
1405.58,316,2.35099e-38,16
1411.58,315,0,200
1417.58,316,9.18355e-41,16
1423.58,316,0,107
1429.58,316,0,107
1435.58,314,1.4013e-45,0
1441.58,316,4.2039e-45,0
1447.58,311,3.40282e+38,0
1453.58,314,3.40282e+38,0
1459.58,314,0,0
1465.58,316,1.12104e-44,0
1471.58,318,0,1.4013e-45
1477.58,316,94,5.60519e-45
1483.58,316,71,0
1489.58,322,8,0
1495.58,318,90,0
1501.58,322,0,0
1507.58,322,19,0
1513.58,324,2,-nan
1519.58,318,0,2.34181e-38
1525.58,318,-1.77799e+38,2.3695e-38
1531.58,323,358,2.35099e-38
1537.58,323,434,0
1543.58,321,0,0
1549.58,317,0,0
1555.58,316,0,0
1561.58,318,1.4013e-45,0
1567.58,319,0,0
1573.58,316,0,0
1579.58,315,0,0
1585.58,314,0,0
1591.58,315,0,0
1597.58,315,0,0
1603.58,319,0,0
1609.58,318,0,0
1615.58,315,1.12104e-44,0
1621.58,314,0,0
1627.58,314,0,0
1633.58,315,0,0
1639.58,316,1.4013e-45,0
1645.59,318,-nan,0
1651.59,316,0,0
1657.58,318,-1,0
1663.58,318,0,0
1669.59,316,0,0
1675.58,316,0,0
1681.58,318,0,0
1687.59,314,0,0
1693.59,317,0,0
1699.59,319,0,0
1705.59,317,720,0
1711.59,322,0,0
1717.59,322,720,0
1723.59,316,1,0
1729.59,318,719,0
1735.59,316,8,0
1741.59,318,712,0
1747.59,314,8,0
1753.59,316,712,0
1759.59,314,1,0
1765.59,319,719,0
1771.59,316,8,0
1777.59,313,712,0
1783.59,311,0,0
1789.59,312,3.99778e-40,0
1795.59,311,819,0
1801.59,314,0,0
1807.59,314,0,0
1813.59,311,0,0
1819.59,314,0,0
1825.59,325,1,0
1831.59,311,0,0
1837.59,311,0,0
1843.59,311,1.12104e-44,0
1849.59,311,0,0
1855.59,315,3.25382e-42,0
1861.59,310,0,0
1867.59,316,1.21072e-42,0
1873.59,311,0,0
1879.59,310,4.4281e-43,0
1885.59,311,0,0
1891.59,311,0,0
1897.59,315,0,0
1903.59,311,0,0
1909.59,311,1.12104e-44,0
1915.59,309,0,0
1921.59,309,1.12104e-44,0
1927.59,309,0,0
1933.59,304,2.24208e-44,0
1939.59,311,0,0
1945.59,311,1,0
1951.59,312,719,0
1957.59,311,0,0
1963.59,311,0,0
1969.59,309,1.4013e-45,0
1975.59,311,0,0
1981.59,311,0,0
1987.59,311,0,0
1993.59,311,0,0
1999.59,311,0,0
2005.59,314,0,0
2011.59,310,0,0
2017.59,311,0,0
2023.59,311,0,0
2029.59,310,71,0
2035.59,311,90,0
2041.59,311,0,0
2047.59,311,0,0
2053.59,310,0,0
2059.59,311,0,0
2065.59,311,0,0
2071.59,311,0,0
2077.59,310,0,0
2083.59,309,0,0
2089.59,311,0,0
2095.59,300,0,0
2101.59,309,0,0
2107.6,310,0,0
2113.6,309,0,0
2119.6,311,0,0
2125.6,309,0,0
2131.6,309,0,0
2137.6,309,0,0
2143.6,311,0,0
2149.6,309,0,0
2155.6,309,0,0
2161.6,318,0,0
2167.6,310,0,0
2173.6,309,0,0
2179.6,311,0,0
2185.6,309,0,0
2191.6,311,1.12104e-44,0
2197.6,311,0,0
2203.6,309,0,0
2209.6,314,0,0
2215.6,309,0,0
2221.6,361,0,0
2227.6,361,0,0
2233.6,319,0,0
2239.6,313,0,0
2245.6,310,0,0
2251.6,309,0,0
2257.6,309,0,0
2263.6,309,0,0
2269.6,308,0,0
2275.6,309,0,0
2281.6,309,0,0
2287.6,304,0,0
2293.6,308,0,0
2299.6,309,0,0
2305.6,309,0,0
2311.6,309,0,0
2317.6,306,0,0
2323.6,293,0,0
2329.6,307,2.95718e-38,0
2335.6,307,0,0
2341.6,308,0,0
2347.6,311,0,0
2353.6,309,0,0
2359.6,309,0,0
2365.6,298,0,0
2371.6,309,-nan,0
2377.6,309,8,0
2383.6,308,703,0
2389.6,309,703,0
2395.6,309,80,0
2401.6,308,0,0
2407.6,308,8,0
2413.6,309,0,0
2419.6,309,-0.000308796,0
2425.6,309,0,0
2431.6,311,0,0
2437.6,309,3.40282e+38,0
2443.6,308,0.5,0
2449.6,309,0,0
2455.6,316,0,0
2461.6,308,2.35099e-38,0
2467.6,318,0,0
2473.6,318,1.83671e-40,0
2479.6,316,2.35099e-38,0
2485.6,316,0,0
2491.6,311,9.80909e-45,0
2497.6,309,9.80909e-45,0
2503.6,309,3.40282e+38,0
2509.6,308,3.40282e+38,0
2515.6,308,0,0
2521.6,309,1.12104e-44,0
2527.6,309,0,0
2533.6,309,100,0
2539.6,309,39,0
2545.6,309,16,0
2551.6,322,96,0
2557.6,310,0,0
2563.6,309,57,0
2569.6,314,0,0
2575.61,309,0,0
2581.61,308,0,0
2587.61,309,112,0
2593.61,317,147,0
2599.61,321,0,0
2605.61,315,0,0
2611.61,315,0,0
2617.61,310,1.4013e-45,0
2623.61,314,0,0
2629.61,312,0,0
2635.61,308,0,0
2641.61,309,0,0
2647.61,309,0,0
2653.61,309,0,0
2659.61,308,0,0
2665.61,309,0,0
2671.61,308,0,0
2677.61,309,0,0
2683.61,309,0,0
2689.61,309,0,0
2695.61,309,1.4013e-45,0
2701.61,309,-nan,0
2707.61,308,0,0
2713.61,308,-1,0
2719.61,308,0,0
2725.61,314,0,0
2731.61,309,0,0
2737.61,309,0,0
2743.61,308,0,0
2749.61,307,0,0
2755.61,309,8,0
2761.61,309,711,1.56945e-43
2767.61,308,8,0
2773.61,308,711,0
2779.61,309,8,0
2785.61,308,711,0
2791.61,308,16,0
2797.61,308,703,0
2803.61,309,16,0
2809.61,311,703,0
2815.61,310,1,0
2821.61,315,719,0
2827.61,316,16,0
2833.61,311,703,0
2839.61,311,0,0
2845.61,311,6.62674e-42,0
2851.61,334,130,7.27949e-12
2857.61,344,0,0
2863.61,348,0,0
2869.61,368,0,0
2875.61,318,0,0
2881.61,311,1,0
2887.61,308,0,7.27949e-12
2893.61,308,0,0
2899.61,306,1.12104e-44,0
2905.61,306,0,0
2911.61,306,7.69313e-43,0
2917.61,306,0,0
2923.61,308,5.5071e-43,0
2929.61,306,0,0
2935.61,306,2.9147e-43,0
2941.61,306,0,0
2947.61,306,0,0
2953.61,306,0,0
2959.61,306,0,0
2965.61,308,1.12104e-44,0
2971.61,307,0,0
2977.61,306,1.12104e-44,0
2983.61,306,0,0
2989.61,306,1.12104e-44,0
2995.61,308,0,0
3001.61,306,1,0
3007.61,309,719,0
3013.61,309,0,0
3019.61,306,0,0
3025.61,306,1.4013e-45,0
3031.61,308,0,0
3037.61,306,0,0
3043.61,306,0,0
3049.62,311,0,0
3055.62,308,0,0
3061.62,308,0,0
3067.62,307,0,4.48416e-44
3073.62,306,0,0
3079.62,308,0,4.56935e-41
3085.62,306,31,0
3091.62,306,50,0
3097.62,306,0,0
3103.62,306,0,0
3109.62,305,0,0
3115.62,306,0,0
3121.62,306,0,0
3127.62,306,0,0
3133.62,308,0,0
3139.62,306,0,0
3145.62,308,0,0
3151.62,308,0,0
3157.62,308,0,0
3163.62,306,1.4013e-45,0
3169.62,306,0,0
3175.62,308,2.58997e-38,4.56935e-41
3181.62,307,9.18579e-41,0
3187.62,309,0,0
3193.62,309,0,0
3199.62,308,1.84681e+25,0
3205.62,306,0,0
3211.62,308,0,0
3217.62,306,0,0
3223.62,308,0,0
3229.62,307,3.76838e+15,1.16308e-43
3235.62,306,0,0
3241.62,309,4.56935e-41,0
3247.62,308,0,7.27949e-12
3253.62,307,0,0
3259.62,308,2.8026e-45,0
3265.62,307,0,0
3271.62,308,4.59149e-41,0
3277.62,306,0,0
3283.62,306,0,0
3289.62,308,2.97813e+38,0
3295.62,307,4.59149e-41,0
3301.62,306,0,0
3307.62,309,1.4013e-45,0
3313.62,308,4.55604e-41,0
3319.62,306,0,0
3325.62,307,2.97813e+38,0
3331.62,308,4.2039e-45,0
3337.62,306,1.4013e-45,0
3343.62,308,4.55604e-41,0
3349.62,308,0,0
3355.62,308,0,0
3361.62,309,2.97813e+38,0
3367.62,308,0,4.56935e-41
3373.62,308,0,0
3379.62,308,1.12104e-44,0
3385.62,308,0,0
3391.62,307,-7466.29,0
3397.62,308,0,0
3403.62,308,3.99792e-40,0
3409.62,307,212,0
3415.62,308,1252,0
3421.62,306,0,8.40779e-44
3427.62,308,144,0
3433.62,308,0,0
3439.62,308,0,0
3445.62,306,212,0
3451.62,308,0,0
3457.62,308,9.18355e-41,0
3463.62,308,4,0
3469.62,308,2,0
3475.62,311,48,0
3481.62,311,5.88545e-44,0
3487.62,309,0,0
3493.63,309,8.66639e-39,0
3499.62,309,16.5,0
3505.62,309,0.000488281,0
3511.62,306,401.5,0
3517.63,305,0.12793,0
3523.63,309,8.66639e-39,0
3529.63,309,34.5,0
3535.63,306,0.000488281,0
3541.63,306,401.5,0
3547.63,306,0.12793,0
3553.63,306,8.66639e-39,0
3559.63,308,34.5,4.56935e-41
3565.63,306,0.000488281,0
3571.63,308,221.934,0
3577.63,307,0.12793,0
3583.63,306,8.66639e-39,0
3589.63,306,34.2838,0
3595.63,306,0.000488281,0
3601.63,306,220.741,0
3607.63,308,0.12793,0
3613.63,308,8.66639e-39,1.16308e-43
3619.63,308,33.7412,0
3625.63,306,0.000488281,0
3631.63,308,219.82,7.27949e-12
3637.63,307,0.12793,0
3643.63,308,8.66639e-39,0
3649.63,308,32.9342,0
3655.63,306,0.000488281,0
3661.63,305,219.5,0
3667.63,307,0.12793,0
3673.63,306,8.66639e-39,0
3679.63,307,16.5,0
3685.63,307,0.000488281,0
3691.63,306,400.5,0
3697.63,314,0.12793,0
3703.63,309,1.2723e-38,0
3709.63,307,16.5,0
3715.63,308,0.000488281,0
3721.63,306,418.066,0
3727.63,308,0.12793,0
3733.63,309,1.2723e-38,0
3739.63,307,16.7162,0
3745.63,308,0.000488281,0
3751.63,306,419.259,4.56935e-41
3757.63,308,0.12793,0
3763.63,308,1.2723e-38,0
3769.63,307,17.2588,0
3775.63,309,0.000488281,0
3781.63,305,420.18,0
3787.63,308,0.12793,0
3793.63,308,1.2723e-38,0
3799.63,310,18.0658,0
3805.63,309,0.000488281,1.4013e-43
3811.63,308,420.5,0
3817.63,298,0.12793,0
3823.63,305,1.2723e-38,0
3829.63,311,32.9342,0
3835.63,309,0.000488281,0
3841.63,308,420.5,0
3847.63,308,0.12793,0
3853.63,307,1.2723e-38,0
3859.63,308,33.7412,0
3865.63,304,0.000488281,0
3871.63,309,420.18,0
3877.63,307,0.12793,0
3883.63,309,1.2723e-38,0
3889.63,311,34.2838,0
3895.63,308,0.000488281,0
3901.63,340,419.259,0
3907.63,338,0.12793,0
3913.63,315,1.2723e-38,0
3919.63,311,34.5,0
3925.63,314,0.000488281,0
3931.63,314,418.066,0
3937.64,311,0.12793,0
3943.64,309,1.2723e-38,4.56935e-41
3949.64,309,34.5,0
3955.64,305,0.000488281,0
3961.64,306,400.5,0
3967.64,306,0.12793,0
3973.64,305,1.2723e-38,0
3979.64,304,29.5,0
3985.64,306,0.000488281,0
3991.64,308,410.5,0
3997.64,306,0.12793,1.16308e-43
4003.64,305,2.35099e-38,0
4009.64,308,21.25,0
4015.64,306,0.000488281,7.27949e-12
4021.64,306,404.871,0
4027.64,307,0.12793,0
4033.64,305,2.35099e-38,0
4039.64,309,21.25,0
4045.64,308,0.000488281,0
4051.64,306,416.129,0
4057.64,307,0.12793,0
4063.64,304,2.35099e-38,0
4069.64,306,0,0
4075.64,306,0,0
4081.64,304,0,0
4087.64,306,0,0
4093.64,307,0,0
4099.64,306,0,0
4105.64,308,0,0
4111.64,308,0,0
4117.64,306,0,0
4123.64,307,0,0
4129.64,304,0,0
4135.64,306,0,4.56935e-41
4141.64,306,0,0
4147.64,306,0,0
4153.64,306,0,0
4159.64,307,2.8026e-45,0
4165.64,306,2.8026e-45,0
4171.64,308,8.40779e-45,0
4177.64,308,1.12104e-44,0
4183.64,306,2.8026e-45,0
4189.64,306,2.8026e-45,1.16308e-43
4195.64,305,2.8026e-45,0
4201.64,308,2.8026e-45,0
4207.64,306,2.8026e-45,7.27949e-12
4213.64,306,2.8026e-45,0
4219.64,308,2.8026e-45,0
4225.64,304,8.40779e-45,0
4231.64,306,2.8026e-45,0
4237.64,308,2.8026e-45,0
4243.64,309,2.8026e-45,0
4249.64,309,2.8026e-45,0
4255.64,351,2.8026e-45,0
4261.64,356,8.40779e-45,0
4267.64,314,1.12104e-44,0
4273.64,308,0,0
4279.64,306,0,0
4285.64,305,0,0
4291.64,305,0,0
4297.64,305,0,0
4303.64,296,4.00179e-11,0
4309.64,304,4.00179e-11,0
4315.64,304,4.0018e-11,0
4321.64,304,4.0018e-11,0
4327.64,304,4.50002e-39,0
4333.64,304,0,0
4339.64,306,0,0
4345.64,304,0,0
4351.64,304,1.12104e-44,0
4357.64,302,0,0
4363.64,302,2.45227e-43,74
4369.64,304,0,65
4375.64,302,1.12104e-44,65
4381.64,300,0,459.5
4387.64,304,3.96567e-43,0
4393.64,302,0,0
4399.64,305,-2.4375,7.16064e-43
4405.65,304,14,0
4411.65,306,8.40779e-45,0
4417.65,305,0,0
4423.65,306,-2.375,0
4429.65,318,14,0
4435.65,305,1.26117e-44,0
4441.65,305,0,0
4447.65,304,-2.3125,0
4453.65,305,14,0
4459.65,305,1.68156e-44,0
4465.65,300,0,0
4471.65,304,-2.25,-nan
4477.65,305,14,60
4483.65,305,2.10195e-44,400
4489.65,306,0,400
4495.65,304,-2.125,0
4501.65,305,14,0
4507.65,302,2.52234e-44,8
4513.65,304,0,1
4519.65,306,-2,-2.4476e+16
4525.65,305,14,0
4531.65,305,2.94273e-44,0
4537.65,305,0,3.40282e+38
4543.65,304,0,0.5
4549.65,306,0,0
4555.65,304,6.89114e+11,0
4561.65,304,1.00644e+27,2.35099e-38
4567.65,304,6.23309e+22,2.35099e-38
4573.65,305,1.8515e+28,0
4579.65,304,2.88414e-09,9.18341e-41
4585.65,305,6.72623e-44,0
4591.65,305,0,4.2039e-45
4597.65,305,0,4.2039e-45
4603.65,304,0,3.40282e+38
4609.65,306,1.50469e-36,3.40282e+38
4615.65,305,0,0
4621.65,308,0,1.12104e-44
4627.65,305,0,0
4633.65,305,0,87
4639.65,306,0,87
4645.65,306,0,87
4651.65,304,-nan,87
4657.65,304,35,0
4663.65,305,164,0
4669.65,304,164,0
4675.65,304,281,0
4681.65,306,0,-2.4476e+16
4687.65,304,8,60
4693.65,304,1,460
4699.65,305,7.34145e-06,0
4705.65,305,0,0
4711.65,304,0,0
4717.65,304,3.40282e+38,2.8026e-45
4723.65,316,0.5,0
4729.65,307,0,0
4735.65,305,15,0
